,0
1102,467.20096
1103,462.41092
1104,444.5497
1105,444.30524
1106,469.2652
1107,436.89438
1108,449.14523
1109,448.15158
1110,461.4733
1111,476.3025
1112,466.5092
1113,435.8193
1114,438.75287
1115,482.8823
1116,446.0587
1117,478.4774
1118,432.31357
1119,433.5856
1120,460.0641
1121,471.05078
1122,463.30884
1123,434.4991
1124,434.56308
1125,437.23642
1126,435.03616
1127,445.33365
1128,455.09177
1129,459.6448
1130,433.72568
1131,447.0709
1132,434.89658
1133,447.51334
1134,473.60825
1135,464.6932
1136,439.59836
1137,437.4053
1138,445.10916
1139,444.20993
1140,434.74667
1141,471.4268
1142,454.4823
1143,457.32022
1144,445.58078
1145,468.66653
1146,457.32248
1147,434.09238
1148,445.05954
1149,448.30167
1150,472.3908
1151,460.39566
1152,441.20938
1153,462.51917
1154,465.10568
1155,462.8992
1156,436.13138
1157,443.89453
1158,436.59195
1159,454.95123
1160,434.70926
1161,473.42545
1162,447.26956
1163,463.25162
1164,461.6229
1165,435.94016
1166,440.73376
1167,461.6882
1168,435.55136
1169,440.54535
1170,474.64264
1171,440.49368
1172,446.73917
1173,471.4077
1174,433.4225
1175,439.78824
1176,461.17465
1177,468.98364
1178,446.42593
1179,442.1986
1180,446.83
1181,446.8675
1182,473.3618
1183,437.2052
1184,458.70087
1185,476.4831
1186,469.10394
1187,482.56418
1188,444.01624
1189,461.66632
1190,462.85287
1191,479.87967
1192,468.99112
1193,436.8394
1194,442.9816
1195,464.01398
1196,470.08038
1197,467.5853
1198,444.72098
1199,473.95993
1200,476.32773
1201,481.83548
1202,478.0306
1203,467.58926
1204,448.34186
1205,433.15906
1206,464.86026
1207,446.16275
1208,453.97568
1209,473.29758
1210,460.5719
1211,440.07758
1212,438.9077
1213,456.3112
1214,469.62988
1215,442.49612
1216,445.88928
1217,467.9276
1218,448.81497
1219,434.84915
1220,483.04892
1221,442.73096
1222,441.32718
1223,436.356
1224,480.19043
1225,445.51913
1226,451.16653
1227,473.44168
1228,469.98895
1229,442.87994
1230,445.0529
1231,451.09256
1232,437.58444
1233,444.94565
1234,467.80658
1235,435.81345
1236,470.1578
1237,444.90283
1238,470.1429
1239,470.47055
1240,461.1782
1241,471.6861
1242,451.34293
1243,459.55795
1244,439.4012
1245,481.0802
1246,464.17838
1247,438.13785
1248,468.72852
1249,437.68472
1250,444.0715
1251,443.88278
1252,458.1572
1253,432.99814
1254,458.88483
1255,479.83432
1256,465.0472
1257,470.5355
1258,459.1874
1259,438.5836
1260,479.23123
1261,435.40366
1262,432.78555
1263,429.60254
1264,436.58463
1265,444.75528
1266,437.67996
1267,473.46585
1268,440.09274
1269,453.45618
1270,465.4115
1271,470.2144
1272,464.20514
1273,464.54013
1274,471.69238
1275,481.5711
1276,483.29028
1277,447.57202
1278,451.63535
1279,467.61014
1280,465.39926
1281,447.18665
