,0
309,432.7671
310,478.0954
311,477.38412
312,464.87814
313,448.90112
314,434.03152
315,442.37247
316,482.81155
317,435.5266
318,471.98056
319,438.41592
320,468.40768
321,467.56125
322,437.8781
323,450.67316
324,468.2154
325,453.3432
326,448.30432
327,438.45477
328,475.02905
329,431.8461
330,439.59314
331,444.58798
332,436.53296
333,477.01477
334,483.60928
335,438.8729
336,485.58417
337,477.921
338,439.80515
339,453.8243
340,475.89355
341,461.7963
342,448.2821
343,450.13013
344,476.53842
345,468.8382
346,437.12524
347,433.02548
348,433.3821
349,453.8701
350,438.44257
351,441.71893
352,433.82773
353,441.6324
354,469.15326
355,488.3337
356,474.29874
357,487.2039
358,441.67816
359,450.3925
360,450.49268
361,468.91904
362,471.32855
363,443.54413
364,450.17853
365,434.67776
366,468.03305
367,483.777
368,433.88132
369,460.16
370,466.59256
371,445.15408
372,454.4827
373,448.17
374,479.97803
375,433.88306
376,460.0142
377,464.86725
378,479.81802
379,437.63565
380,449.09592
381,448.34756
382,452.4079
383,471.7321
384,445.87634
385,432.53928
386,449.07642
387,463.91864
388,473.2104
389,436.46426
390,433.15665
391,439.18835
392,450.45386
393,437.8431
394,479.07114
395,434.64673
396,453.27042
397,464.55658
398,446.17087
399,452.99078
400,472.9873
401,442.73203
402,442.05386
403,431.86346
404,470.1025
405,467.55878
406,449.2628
407,448.8298
408,449.82376
409,478.53714
410,479.71017
411,431.90048
412,479.48538
413,484.198
414,454.73297
415,442.13507
416,485.55994
417,449.0483
418,483.90768
419,431.31888
420,484.9054
421,486.20477
422,478.3019
423,437.0315
424,437.81613
425,474.482
426,459.57382
427,437.1086
428,436.8407
429,471.98038
430,451.07437
431,483.9997
432,439.64877
433,481.91833
434,478.45602
435,475.2918
436,443.13385
437,444.3155
438,442.8478
439,459.47525
440,463.61798
441,432.2141
442,439.1328
443,472.5657
444,478.1502
445,460.731
446,446.0272
447,484.29346
448,438.76117
449,477.10522
450,446.73666
451,440.93076
452,481.05902
453,456.60007
454,453.59723
455,438.00803
456,471.42047
457,431.29984
458,466.37344
459,444.4491
460,435.783
461,449.39362
462,459.93982
463,486.30966
464,464.25784
465,457.27814
466,446.27423
467,451.3788
468,480.55313
469,433.97827
470,460.08252
471,443.7599
472,437.36557
473,485.55884
474,445.19467
475,448.4412
476,466.62234
477,445.1566
478,440.28534
479,439.47696
480,470.35632
481,448.0472
482,442.01233
483,434.0178
484,432.36252
485,459.4332
486,443.55875
487,475.74188
488,449.65698
489,438.89343
490,436.26724
491,465.0058
492,440.96564
493,435.19916
494,482.49316
495,439.915
496,438.47748
497,465.66293
498,451.74295
499,457.04956
500,452.89847
501,448.90848
502,447.3275
503,477.75244
504,472.7336
505,466.9715
506,454.65414
507,437.5968
508,440.95877
509,448.0806
510,446.62985
511,476.47128
512,437.47308
513,468.94354
514,444.28296
515,437.98886
516,442.391
517,441.9104
518,475.40274
519,474.14514
520,475.81076
521,450.473
522,461.2893
523,433.543
524,453.1525
525,474.82834
526,478.70932
527,438.35434
528,433.5775
529,441.1668
530,432.01917
531,448.27487
532,462.03082
533,467.972
534,436.70035
535,486.31802
536,480.654
537,466.5236
538,474.39398
539,444.48782
540,454.42627
541,479.9656
542,480.69836
543,476.19598
544,477.17648
545,468.4105
546,455.91367
547,446.09296
548,472.27213
549,467.79456
550,442.30258
551,447.487
552,443.24136
553,481.0565
554,433.52994
555,481.3594
556,461.33392
557,472.21255
558,472.39642
559,470.87906
560,469.9311
561,441.04773
562,434.532
563,440.76028
564,455.69934
565,445.45322
566,435.64523
567,432.17523
568,443.26276
569,432.6602
570,460.03018
571,443.99896
572,467.61072
573,478.24908
574,447.1257
575,464.51126
576,450.67508
577,479.71167
578,462.3035
579,473.5614
580,481.19434
581,474.5877
582,459.77066
583,446.1774
584,444.2261
585,462.26904
586,460.89624
587,466.11563
588,482.35608
589,438.65146
590,470.38742
591,453.05518
592,467.67523
593,481.75296
594,433.855
595,436.48026
596,467.61343
597,437.18094
598,443.66257
599,467.92313
600,439.36163
601,453.6462
602,485.07443
603,435.99612
604,472.35446
605,436.3796
606,454.85864
607,440.8358
608,463.97787
609,446.70718
610,438.47537
611,450.20184
612,469.76495
613,433.6939
614,469.9006
615,449.87885
616,444.73178
617,474.85535
618,463.0351
619,436.4542
620,434.05966
621,446.6423
622,435.6853
623,441.71503
624,469.14993
625,446.78387
626,433.0704
627,480.06082
628,484.25934
629,444.82602
630,434.17957
631,434.60165
632,443.8597
633,442.80142
634,435.1438
635,447.67755
636,450.62863
637,433.7061
638,470.30276
639,464.33252
640,435.55142
641,464.5581
642,436.4677
643,433.90115
644,435.59433
645,478.04974
646,434.3183
647,472.05597
648,457.6874
649,433.78214
650,433.24973
651,474.26373
652,465.89642
653,464.0555
654,464.75314
655,434.2494
656,433.53073
657,434.40393
658,457.9492
659,466.2881
660,467.1843
661,471.6562
662,446.70575
663,468.16562
664,444.22922
665,477.53516
666,471.5622
667,468.2521
668,434.30035
669,458.95197
670,466.2242
671,444.8104
672,469.47366
673,442.94882
674,455.01675
675,454.2556
676,443.22794
677,433.6009
678,433.23987
679,429.74466
680,443.0111
681,476.1073
682,436.30862
683,438.15582
684,435.21384
685,444.18146
686,441.8072
687,469.7496
688,438.2562
689,439.25366
690,483.86008
691,457.37454
692,466.25854
693,435.25055
694,452.62164
695,433.09818
696,433.72632
697,439.85635
698,451.59705
699,468.03677
700,439.97128
701,439.52576
702,459.09872
703,448.3886
704,444.43555
705,453.193
706,469.3788
707,479.33105
708,458.75125
709,433.98737
710,474.07675
711,440.8051
712,434.05603
713,435.90533
714,463.65765
715,446.5457
716,445.33206
717,469.7682
718,433.01672
719,479.3666
720,443.14105
721,441.31705
722,469.70084
723,485.78708
724,483.1394
725,481.25586
726,479.42343
727,457.4381
728,468.92093
729,475.81534
730,484.54486
731,450.0599
732,482.75415
733,433.428
734,451.30112
735,483.2088
736,482.624
737,467.49225
738,475.77646
739,470.1365
740,463.49716
741,442.8794
742,463.12854
743,437.22583
744,438.3911
745,473.61267
746,477.70905
747,436.96524
748,477.94604
749,479.40518
750,462.0834
751,434.77472
752,441.8081
753,435.27692
754,437.85153
755,459.0304
756,435.90204
757,469.8808
758,481.9552
759,470.24722
760,476.4872
761,476.62836
762,439.98898
763,442.51425
764,436.868
765,440.46432
766,466.66254
767,431.6367
768,431.55588
769,476.42563
770,444.64484
771,432.5052
772,455.07553
773,468.40826
774,437.45053
775,434.9284
776,436.15503
777,433.7789
778,469.48376
779,437.86215
780,432.50046
781,465.11835
782,439.25323
783,482.4076
784,448.5092
785,432.15244
786,446.07172
787,437.44315
788,478.6098
789,468.87613
790,484.32263
791,444.87292
792,445.736
793,441.04425
794,478.96237
795,467.59247
796,436.33484
797,474.3835
798,470.74396
799,471.036
800,432.91153
801,437.4243
802,464.35065
803,472.3641
804,473.8588
805,436.42966
806,445.68878
807,443.27124
808,447.1177
809,435.61356
810,479.64566
811,442.41473
812,485.44165
813,440.97678
814,445.8375
815,445.4339
816,444.5375
817,463.58798
818,435.51566
819,434.89716
820,483.9559
821,435.59924
822,446.47433
823,474.82693
824,466.12625
825,481.70334
826,453.73883
827,477.6669
828,443.51254
829,436.64438
830,449.51624
831,471.75543
832,476.5649
833,455.5612
834,432.35608
835,469.74615
836,458.1296
837,469.2598
838,479.62744
839,448.98224
840,440.7888
841,467.19803
842,446.22165
843,460.61057
844,435.87808
845,470.64636
846,451.84433
847,446.76938
848,432.04498
849,459.05887
850,469.26077
851,432.5642
852,484.56723
853,468.34485
854,445.05807
855,439.17697
856,484.39526
857,450.5569
858,477.63245
859,439.9467
860,459.8107
861,430.6722
862,434.3342
863,449.8375
864,469.53506
865,476.14023
866,481.95108
867,440.28894
868,486.4351
869,432.1803
870,433.69308
871,460.37866
872,443.31235
873,467.54718
874,474.2582
875,442.8086
876,431.6353
877,465.19736
878,456.12198
879,447.5002
880,468.61984
881,483.31543
882,486.50522
883,431.85202
884,443.7019
885,448.13055
886,464.5885
887,438.4486
888,442.2542
889,438.44568
890,449.51727
891,463.58997
892,452.58554
893,452.69714
894,476.1766
895,484.7451
896,480.1168
897,450.08307
898,432.8521
899,462.16528
900,432.02325
901,432.4393
902,460.7536
903,471.81308
904,434.1952
905,487.89563
906,446.20676
907,450.73032
908,439.4111
909,445.96085
910,463.4817
911,473.4207
912,434.7478
913,437.83585
914,452.78906
915,432.7612
916,435.35538
917,440.0382
918,452.91272
919,476.44562
920,466.05402
921,434.92392
922,476.3093
923,464.8981
924,439.26746
925,432.67972
926,482.60724
927,437.8429
928,447.7306
929,468.91443
930,450.51813
931,477.1066
932,445.47433
933,483.19193
934,476.12723
935,466.95374
936,434.54388
937,438.89948
938,440.45355
939,447.03854
940,447.43488
941,444.45047
942,432.57492
943,435.56415
944,434.5717
945,449.46933
946,455.24945
947,482.57913
948,446.60895
949,433.97382
950,471.06912
951,441.4451
952,465.8282
953,438.8293
954,484.66827
955,446.76352
956,446.15012
957,446.9887
958,444.35355
959,434.65707
960,433.718
961,436.2188
962,446.93155
963,466.55185
964,473.80438
965,478.4293
966,458.06754
967,481.97452
968,434.4204
969,433.2134
970,481.10648
971,443.59094
972,470.84113
973,433.42987
974,460.42804
975,477.7782
976,477.36365
977,447.8654
978,462.41147
979,438.93237
980,480.88443
981,443.78192
982,457.40488
983,448.05298
984,431.4642
985,470.61395
986,450.93436
987,472.52878
988,468.1204
989,446.84122
990,473.7216
991,446.92032
992,470.76175
993,430.67624
994,436.32062
995,471.14917
996,446.03085
997,479.3773
998,481.41858
999,435.37048
1000,435.06995
1001,450.37064
1002,480.84402
1003,461.07614
1004,434.02466
1005,442.85632
1006,435.0202
1007,469.62558
1008,485.94598
1009,437.0804
1010,434.50674
1011,437.7012
1012,483.21356
1013,462.9119
1014,464.6053
1015,436.12515
1016,469.30365
1017,482.62106
1018,437.61203
1019,469.81088
1020,473.92474
1021,433.07086
1022,440.48853
1023,438.63486
1024,433.47598
1025,476.37146
1026,459.01038
1027,468.7245
1028,470.22034
1029,432.4741
1030,465.04312
1031,445.89352
1032,480.9726
1033,464.31174
1034,444.44016
1035,467.39938
1036,481.312
1037,440.48035
1038,432.8132
1039,452.33044
1040,475.34702
1041,472.3101
1042,449.7555
1043,444.05017
1044,446.3324
1045,445.16693
1046,485.25198
1047,451.88293
1048,448.97284
1049,445.70605
1050,441.2383
1051,460.5513
1052,438.41785
1053,455.28955
1054,432.7641
1055,442.64548
1056,452.76376
1057,434.34155
1058,454.16827
1059,446.97247
1060,431.48303
1061,467.4291
1062,461.46646
1063,463.65186
1064,470.4523
1065,463.035
1066,434.20068
1067,442.7831
1068,435.5948
1069,475.65524
1070,440.15347
1071,434.38132
1072,443.19763
1073,469.78973
1074,446.19357
1075,465.31662
1076,455.2208
1077,470.33566
1078,487.69336
1079,459.2448
1080,474.97266
1081,460.42987
1082,484.25726
1083,434.48132
1084,470.89093
1085,447.5545
1086,433.96533
1087,437.21844
1088,438.97778
1089,442.9098
1090,441.73383
1091,437.20364
1092,476.2597
1093,435.88748
1094,435.70734
1095,435.904
1096,438.77216
1097,455.03308
1098,462.11154
1099,444.4427
1100,433.969
1101,449.26944
1102,472.91644
1103,461.28568
1104,443.45584
1105,438.81284
1106,474.15744
1107,432.03867
1108,450.06583
1109,449.67804
1110,456.376
1111,479.93253
1112,470.74094
1113,434.01126
1114,437.79477
1115,486.2098
1116,448.09955
1117,485.37222
1118,434.4798
1119,435.4299
1120,461.08472
1121,476.9796
1122,468.05103
1123,435.82425
1124,436.1033
1125,436.68576
1126,433.28424
1127,436.9617
1128,456.08682
1129,462.50027
1130,435.97067
1131,447.1433
1132,434.67352
1133,447.55084
1134,479.77142
1135,468.38593
1136,438.17822
1137,439.19632
1138,450.33566
1139,444.9506
1140,433.6642
1141,477.43808
1142,459.31247
1143,460.22385
1144,445.05252
1145,474.24426
1146,463.07327
1147,435.19788
1148,444.5087
1149,447.28214
1150,478.64914
1151,461.5423
1152,435.82852
1153,468.37524
1154,469.7408
1155,466.7844
1156,434.87607
1157,444.317
1158,438.34906
1159,452.1691
1160,431.56866
1161,479.6188
1162,446.5045
1163,469.86874
1164,464.7227
1165,433.6467
1166,442.18893
1167,464.93085
1168,436.4115
1169,443.6186
1170,477.83197
1171,441.82013
1172,445.89798
1173,478.67328
1174,433.49734
1175,440.37885
1176,464.72302
1177,474.8613
1178,448.06775
1179,438.37726
1180,451.32028
1181,448.5121
1182,473.88962
1183,433.1238
1184,462.16797
1185,480.47003
1186,474.61377
1187,487.97458
1188,442.5164
1189,464.88095
1190,466.63132
1191,485.4176
1192,474.7627
1193,433.02115
1194,443.32278
1195,470.2466
1196,476.27237
1197,472.59958
1198,449.356
1199,478.0886
1200,481.38596
1201,485.00876
1202,482.0375
1203,467.97067
1204,453.41916
1205,432.99243
1206,467.22214
1207,445.8793
1208,458.5344
1209,479.1498
1210,461.3613
1211,444.5955
1212,439.33176
1213,460.58212
1214,475.03973
1215,436.59598
1216,448.79865
1217,471.64294
1218,449.3449
1219,431.85754
1220,487.0302
1221,445.18958
1222,442.80402
1223,434.67053
1224,484.7251
1225,448.21323
1226,454.3919
1227,474.86215
1228,473.41998
1229,444.00027
1230,445.9145
1231,446.5234
1232,438.57175
1233,442.91968
1234,471.76364
1235,432.5135
1236,476.31384
1237,437.97256
1238,473.58325
1239,475.11163
1240,463.49957
1241,478.04727
1242,452.68375
1243,462.419
1244,432.99683
1245,485.23294
1246,460.93414
1247,436.63214
1248,474.54684
1249,437.3362
1250,437.41467
1251,445.49762
1252,462.93317
1253,434.19977
1254,461.54678
1255,485.93182
1256,467.62988
1257,475.70255
1258,462.0265
1259,439.42035
1260,485.64346
1261,431.61783
1262,431.6328
1263,431.0019
1264,440.65146
1265,443.42224
1266,434.7019
1267,479.9952
1268,433.32852
1269,452.1625
1270,470.65045
1271,471.09335
1272,468.17657
1273,470.458
1274,469.6698
1275,486.04086
1276,487.2658
1277,450.10806
1278,451.73657
1279,472.02243
1280,470.1655
1281,448.4274
